"ntree","mtry","train_mse","param_idx"
150,22,0.0217388611075878,7
200,22,0.0239128080408105,8
250,22,0.0222203480098934,9
300,22,0.0235337704272719,10
100,27,0.0138126753155124,11
150,27,0.0187357048523028,12
200,27,0.0143404960620402,13
250,27,0.0138394148528665,14
300,27,0.0156324942041547,15
100,17,0.0395816674039193,1
150,17,0.0446467346207509,2
200,17,0.0402737985952562,3
250,17,0.0392062439903602,4
300,17,0.0380035713241305,5
100,22,0.0264129148592085,6
150,22,0.0213958730551328,7
200,22,0.0220822878198725,8
250,22,0.023033335210553,9
300,22,0.0219888408785021,10
100,27,0.01661877249017,11
150,27,0.0148940149846384,12
200,27,0.0134400641053082,13
250,27,0.0141777357483511,14
300,27,0.0126943226973406,15
100,17,0.0532813954052511,1
150,17,0.053673220629686,2
200,17,0.0445413972682013,3
250,17,0.0524874772640791,4
300,17,0.0444195048956394,5
100,22,0.0308259141219558,6
150,22,0.0309222926637635,7
200,22,0.0268674736709633,8
250,22,0.027991458138001,9
300,22,0.0261230019554371,10
100,27,0.0208207895658929,11
150,27,0.0187534474921078,12
200,27,0.0177897256805714,13
250,27,0.0198028589713344,14
300,27,0.0178472312674404,15
100,17,0.055799517448313,1
150,17,0.0459317533013416,2
200,17,0.0488476783953258,3
250,17,0.0491329874353119,4
300,17,0.0451100159535487,5
100,22,0.0325090672009766,6
150,22,0.0304227526037261,7
200,22,0.0291254980003012,8
250,22,0.0256147348947234,9
300,22,0.0282611141297071,10
100,27,0.0226854266631785,11
150,27,0.0217442296845932,12
200,27,0.0170209981390316,13
250,27,0.0193351990639268,14
300,27,0.0193933993205296,15
100,17,0.0467119218749999,1
150,17,0.0546009573010033,2
200,17,0.0439324147561516,3
250,17,0.0496480556506849,4
300,17,0.0471397014311686,5
100,22,0.0343058082429604,6
150,22,0.0300586951984328,7
200,22,0.0273071372538526,8
250,22,0.0295258859246575,9
300,22,0.0273245587520787,10
100,27,0.0219828788923769,11
150,27,0.0197177429146231,12
200,27,0.0170352009687341,13
250,27,0.0184564636681887,14
300,27,0.0203673276519956,15
350,30,0.0116076429775106,1
400,30,0.0112659229709697,2
450,30,0.0115235911789622,3
500,30,0.0113422300507357,4
350,33,0.00775132144733843,5
400,33,0.00924754897874653,6
450,33,0.00950130378881124,7
500,33,0.00896275848617457,8
350,36,0.0074804029686837,9
400,36,0.00736460171510336,10
450,36,0.0061013142945394,11
500,36,0.00643412119863013,12
350,30,0.0075370470896882,1
400,30,0.00806805664112047,2
450,30,0.00795272099023808,3
500,30,0.00821021276223997,4
350,33,0.00646932997468395,5
400,33,0.00588218734442384,6
450,33,0.00664664665896236,7
500,33,0.00656073420662098,8
350,36,0.00462562828422846,9
400,36,0.00465656309703593,10
450,36,0.00437484176304877,11
500,36,0.00478797117294524,12
350,30,0.0106764232901303,1
400,30,0.00973785827605748,2
450,30,0.0110239190065361,3
500,30,0.0108980789821157,4
350,33,0.00873360969711325,5
400,33,0.00811221213850834,6
450,33,0.00734504664353807,7
500,33,0.00867872481481478,8
350,36,0.00720411348222697,9
400,36,0.00663407124347967,10
450,36,0.00654841864754998,11
500,36,0.00553707947266617,12
350,30,0.0103289038054339,1
400,30,0.0100916075690282,2
450,30,0.011302511445669,3
500,30,0.0114546875580289,4
350,33,0.00856831464914735,5
400,33,0.00970936512339076,6
450,33,0.00747289378354979,7
500,33,0.00798162445395736,8
350,36,0.00632526333040827,9
400,36,0.00639403304209874,10
450,36,0.00706030225538828,11
500,36,0.0064608842094749,12
350,30,0.0124162219445998,1
400,30,0.011621522869201,2
450,30,0.0109366138694715,3
500,30,0.010587102027207,4
350,33,0.00864423490031476,5
400,33,0.00937627942222778,6
450,33,0.00874289572880846,7
500,33,0.00832474733352363,8
350,36,0.0074267361460566,9
400,36,0.00666779613774734,10
450,36,0.00646583922587398,11
500,36,0.00715247056094629,12
350,30,0.0108459314874351,1
400,30,0.0117986563258062,2
450,30,0.00964580175586119,3
500,30,0.0106819951766235,4
350,33,0.00904821566929661,5
400,33,0.00879395491115313,6
450,33,0.00870983619739306,7
500,33,0.00793011678399286,8
350,36,0.00631326924137234,9
400,36,0.00658614732517995,10
450,36,0.00730406648290644,11
500,36,0.00663664690258749,12
350,30,0.0119138004237464,1
400,30,0.0121012084908913,2
450,30,0.0117461061487244,3
500,30,0.0111580261098427,4
350,33,0.00834607161883016,5
400,33,0.0088578978657328,6
450,33,0.00900104860093267,7
500,33,0.00909548393867326,8
350,36,0.0075950318728709,9
400,36,0.00786234176169694,10
450,36,0.00772656050698085,11
500,36,0.00747340136796037,12
350,30,0.00938805298382663,1
400,30,0.00983531874236983,2
450,30,0.00965579432285107,3
500,30,0.00974514321029934,4
350,33,0.00724154991121254,5
400,33,0.00703450937470266,6
450,33,0.00702010061086367,7
500,33,0.00700971057045916,8
350,36,0.00549917716649061,9
400,36,0.00539968104705732,10
450,36,0.00577713227720151,11
500,36,0.00551716178843225,12
350,30,0.0113068663988806,1
400,30,0.0105952451583111,2
450,30,0.0111561946621067,3
500,30,0.0100198001566464,4
350,33,0.00969644901324302,5
400,33,0.00790520361253802,6
450,33,0.00834280255643557,7
500,33,0.00770749642345254,8
350,36,0.00719697896670081,9
400,36,0.00777125641974645,10
450,36,0.00725990318726472,11
500,36,0.00702593176243022,12
350,30,0.00954748309868083,1
400,30,0.00950444791022557,2
450,30,0.00891404754315665,3
500,30,0.00935381585109081,4
350,33,0.00706824959294983,5
400,33,0.00790275150324233,6
450,33,0.00792886511006819,7
500,33,0.0078229738105657,8
350,36,0.00599533141262591,9
400,36,0.00657045804348602,10
450,36,0.00639056664302131,11
500,36,0.00566012283136733,12
5,30,0.035498018138001,1
10,30,0.0357374571917808,2
5,33,0.0674874904870624,3
10,33,0.0195950738838153,4
5,36,0.0305272577371892,5
10,36,0.0237106156456114,6
5,30,0.046509750761035,1
10,30,0.0472550862506341,2
5,33,0.0434117738457635,3
10,33,0.0366485770230847,4
5,36,0.037280371638762,5
10,36,0.0149145666856925,6
5,30,0.0963118150684932,1
10,30,0.0246921660958904,2
5,33,0.0460484049974632,3
10,33,0.0263464223427194,4
5,36,0.0246539542110604,5
10,36,0.0303342735286656,6
5,30,0.0764200754693049,1
10,30,0.0184744078196347,2
5,33,0.0318215594875698,3
10,33,0.0131901414256722,4
5,36,0.0161506944444444,5
10,36,0.0148002893518518,6
5,30,0.043606538559107,1
10,30,0.0381602509830035,2
5,33,0.041964865550482,3
10,33,0.0274077712772704,4
5,36,0.0404397101725012,5
10,36,0.0141764095002537,6
5,30,0.0288374746321663,1
10,30,0.0216242032914764,2
5,33,0.073676934297311,3
10,33,0.0132886082572298,4
5,36,0.0228965785134449,5
10,36,0.0144527690575849,6
5,30,0.0461980561897514,1
10,30,0.0306572853247082,2
5,33,0.0475196981227803,3
10,33,0.0194672620180112,4
5,36,0.0421585457889396,5
10,36,0.0161937634766616,6
5,30,0.0646925069761543,1
10,30,0.0324086884830036,2
5,33,0.0364465975393201,3
10,33,0.0221292617960426,4
5,36,0.0465327086504312,5
10,36,0.029153168600964,6
5,30,0.0801151445966514,1
10,30,0.0269108162100456,2
5,33,0.0222249080416032,3
10,33,0.034484279870624,4
5,36,0.0319083143074581,5
10,36,0.0166794306506849,6
5,30,0.0320986079401319,1
10,30,0.0435347380771182,2
5,33,0.0327290778792491,3
10,33,0.0264571545218163,4
5,36,0.0249554414003044,5
10,36,0.0142176282661086,6
