"nrounds","max_depth","eta","train_mse","param_idx"
200,6,0.01,5.25279484105852,14
500,6,0.01,2.77160591987051,15
100,9,0.01,8.87969973659397,16
200,9,0.01,2.99089311024694,17
500,9,0.01,0.60066332761039,18
100,3,0.001,35.153004727675,19
200,3,0.001,30.5872935220826,20
500,3,0.001,21.0705072153358,21
100,6,0.001,34.5988393144651,22
200,6,0.001,29.557701006244,23
500,6,0.001,19.0943957556178,24
100,9,0.001,34.3475175931222,25
200,9,0.001,29.0881262566004,26
500,9,0.001,18.0990434620904,27
100,3,0.1,5.05000870709345,1
200,3,0.1,3.97927072520355,2
500,3,0.1,2.26344304040676,3
100,6,0.1,1.79362834121543,4
200,6,0.1,0.756043486465009,5
500,6,0.1,0.0706360808762877,6
100,9,0.1,0.239544698041147,7
200,9,0.1,0.0354964137860185,8
500,9,0.1,0.00015061467238678,9
100,3,0.01,13.0023194890202,10
200,3,0.01,8.21391546759619,11
500,3,0.01,5.95091090597772,12
100,6,0.01,10.1872857714657,13
200,6,0.01,5.12200482931347,14
500,6,0.01,2.88193873477597,15
100,9,0.01,8.44998087071879,16
200,9,0.01,2.82113106780907,17
500,9,0.01,0.661263646784591,18
100,3,0.001,33.7238711648299,19
200,3,0.001,29.4309818902132,20
500,3,0.001,20.4570390107853,21
100,6,0.001,33.141178459978,22
200,6,0.001,28.3634265295329,23
500,6,0.001,18.4185591484278,24
100,9,0.001,32.877164874355,25
200,9,0.001,27.8580269730259,26
500,9,0.001,17.3353644143077,27
100,3,0.1,4.98097829476636,1
200,3,0.1,3.92893284182225,2
500,3,0.1,2.15017615558289,3
100,6,0.1,1.73925725428883,4
200,6,0.1,0.705174149377657,5
500,6,0.1,0.0643374946607845,6
100,9,0.1,0.21027828685976,7
200,9,0.1,0.0290625045874103,8
500,9,0.1,8.35137905901059e-05,9
100,3,0.01,12.6389376154701,10
200,3,0.01,8.03464384631158,11
500,3,0.01,5.81513113251312,12
100,6,0.01,10.1307174371521,13
200,6,0.01,5.16772537624722,14
500,6,0.01,2.73466297669171,15
100,9,0.01,8.25481512118454,16
200,9,0.01,2.81411463492349,17
500,9,0.01,0.565272081386476,18
100,3,0.001,32.7106420620262,19
200,3,0.001,28.5406127128396,20
500,3,0.001,19.8569841831599,21
100,6,0.001,32.1587994400755,22
200,6,0.001,27.5287108367921,23
500,6,0.001,17.9589218844893,24
100,9,0.001,31.8998555942611,25
200,9,0.001,27.0391507607754,26
500,9,0.001,16.8401073151493,27
100,3,0.1,5.04129517160493,1
200,3,0.1,3.95358921064685,2
500,3,0.1,2.22321793123115,3
100,6,0.1,1.69753319303589,4
200,6,0.1,0.720336026648699,5
500,6,0.1,0.0635342822875739,6
100,9,0.1,0.220154774359839,7
200,9,0.1,0.0288454781658486,8
500,9,0.1,6.1202887426023e-05,9
100,3,0.01,13.1134615061907,10
200,3,0.01,8.32843674607555,11
500,3,0.01,5.95705938266859,12
100,6,0.01,10.3441957849736,13
200,6,0.01,5.25348656316209,14
500,6,0.01,2.76827797323648,15
100,9,0.01,8.55757449433587,16
200,9,0.01,2.90225583443882,17
500,9,0.01,0.657111192915613,18
100,3,0.001,33.8846846243131,19
200,3,0.001,29.5781826593094,20
500,3,0.001,20.5930072902765,21
100,6,0.001,33.2748024370532,22
200,6,0.001,28.4812180513206,23
500,6,0.001,18.5219385175205,24
100,9,0.001,33.0234725248239,25
200,9,0.001,27.9933280795137,26
500,9,0.001,17.4680193739337,27
100,3,0.1,5.01340466792439,1
200,3,0.1,4.09481809994661,2
500,3,0.1,2.32492644260609,3
100,6,0.1,1.81795995809977,4
200,6,0.1,0.711177565910548,5
500,6,0.1,0.0625424631751669,6
100,9,0.1,0.276422169224791,7
200,9,0.1,0.0330963857147741,8
500,9,0.1,0.000128038246830602,9
100,3,0.01,13.126275093631,10
200,3,0.01,8.23448428191653,11
500,3,0.01,5.87500015984333,12
100,6,0.01,10.4387757360476,13
200,6,0.01,5.20873073798784,14
500,6,0.01,2.84293498341533,15
100,9,0.01,8.72311556712239,16
200,9,0.01,2.95961884243317,17
500,9,0.01,0.686162461010329,18
100,3,0.001,34.8042571287708,19
200,3,0.001,30.2878226281158,20
500,3,0.001,20.9054056010827,21
100,6,0.001,34.258187907891,22
200,6,0.001,29.29370417198,23
500,6,0.001,18.9283564855178,24
100,9,0.001,33.9995322932616,25
200,9,0.001,28.7915805668257,26
500,9,0.001,17.8749280594199,27
100,3,0.1,4.96108821495015,1
200,3,0.1,3.94714673535831,2
500,3,0.1,2.1865156888483,3
100,6,0.1,1.56228827626203,4
200,6,0.1,0.609710248090044,5
500,6,0.1,0.0559975408699733,6
100,9,0.1,0.171019956777519,7
200,9,0.1,0.0204845728474357,8
500,9,0.1,3.68682835280155e-05,9
100,3,0.01,13.0089464281545,10
200,3,0.01,8.1842980319367,11
500,3,0.01,5.90154400317331,12
100,6,0.01,10.2819640887036,13
200,6,0.01,5.10451031061448,14
500,6,0.01,2.62801741997408,15
100,9,0.01,8.62542699228676,16
200,9,0.01,2.97758747096816,17
500,9,0.01,0.59735471566111,18
100,3,0.001,34.3959595094273,19
200,3,0.001,29.9544041036127,20
500,3,0.001,20.6856631222616,21
100,6,0.001,33.8128314592555,22
200,6,0.001,28.8827807859398,23
500,6,0.001,18.6620231675226,24
100,9,0.001,33.5586790695325,25
200,9,0.001,28.40205734633,26
500,9,0.001,17.6016889557765,27
1000,9,0.1,1.15864451222798e-06,1
1200,9,0.1,1.15865246485344e-06,2
1500,9,0.1,1.15865258961803e-06,3
1000,15,0.1,6.64968601304832e-07,4
1200,15,0.1,6.64968601373468e-07,5
1500,15,0.1,6.64968601295638e-07,6
1000,21,0.1,2.42957229087409e-07,7
1200,21,0.1,2.42957230323186e-07,8
1500,21,0.1,2.42957230366755e-07,9
1000,9,0.2,9.43355447953443e-07,10
1200,9,0.2,9.43355447968634e-07,11
1500,9,0.2,9.43355447969676e-07,12
1000,15,0.2,5.3009704004882e-07,13
1200,15,0.2,5.30097040052443e-07,14
1500,15,0.2,5.30097040056164e-07,15
1000,21,0.2,2.80417898513722e-07,16
1200,21,0.2,2.80417898517127e-07,17
1500,21,0.2,2.80417898524702e-07,18
1000,9,0.15,1.03655017991192e-06,19
1200,9,0.15,1.03655018051301e-06,20
1500,9,0.15,1.03655018051454e-06,21
1000,15,0.15,5.49732518959657e-07,22
1200,15,0.15,5.49732518980677e-07,23
1500,15,0.15,5.4973251901206e-07,24
1000,21,0.15,2.44662549642066e-07,25
1200,21,0.15,2.44662549654319e-07,26
1500,21,0.15,2.44662549657581e-07,27
1000,9,0.1,1.26569078100849e-06,1
1200,9,0.1,1.2656782743472e-06,2
1500,9,0.1,1.26567799710676e-06,3
1000,15,0.1,7.2215143842697e-07,4
1200,15,0.1,7.22151439065109e-07,5
1500,15,0.1,7.22151439331671e-07,6
1000,21,0.1,2.10367850892983e-07,7
1200,21,0.1,2.10367852104382e-07,8
1500,21,0.1,2.10367852510457e-07,9
1000,9,0.2,9.02172824898889e-07,10
1200,9,0.2,9.02172824848981e-07,11
1500,9,0.2,9.02172824825306e-07,12
1000,15,0.2,5.7389785581772e-07,13
1200,15,0.2,5.73897855819038e-07,14
1500,15,0.2,5.73897855809417e-07,15
1000,21,0.2,2.40359157426054e-07,16
1200,21,0.2,2.40359157424923e-07,17
1500,21,0.2,2.40359157423372e-07,18
1000,9,0.15,9.23195456790012e-07,19
1200,9,0.15,9.23195456672557e-07,20
1500,9,0.15,9.23195456524363e-07,21
1000,15,0.15,5.84507462824871e-07,22
1200,15,0.15,5.84507462842735e-07,23
1500,15,0.15,5.84507462857821e-07,24
1000,21,0.15,2.03000496131361e-07,25
1200,21,0.15,2.03000496141207e-07,26
1500,21,0.15,2.03000496151046e-07,27
1000,9,0.1,1.22500306043602e-06,1
1200,9,0.1,1.22498198677898e-06,2
1500,9,0.1,1.22498108480843e-06,3
1000,15,0.1,5.49887412960391e-07,4
1200,15,0.1,5.49890111691865e-07,5
1500,15,0.1,5.49890149368547e-07,6
1000,21,0.1,2.33649746979656e-07,7
1200,21,0.1,2.33649748750175e-07,8
1500,21,0.1,2.33649749080195e-07,9
1000,9,0.2,8.20942435682471e-07,10
1200,9,0.2,8.2094243565601e-07,11
1500,9,0.2,8.20942435654212e-07,12
1000,15,0.2,5.39738575476151e-07,13
1200,15,0.2,5.39738575483922e-07,14
1500,15,0.2,5.39738575486805e-07,15
1000,21,0.2,2.19970477906991e-07,16
1200,21,0.2,2.19970477901723e-07,17
1500,21,0.2,2.19970477908061e-07,18
1000,9,0.15,1.08538691849971e-06,19
1200,9,0.15,1.08538691760157e-06,20
1500,9,0.15,1.08538691769877e-06,21
1000,15,0.15,6.20553124888657e-07,22
1200,15,0.15,6.20553124903559e-07,23
1500,15,0.15,6.2055312488861e-07,24
1000,21,0.15,2.35144244715896e-07,25
1200,21,0.15,2.35144244733163e-07,26
1500,21,0.15,2.3514424473804e-07,27
1000,9,0.1,1.20674802442845e-06,1
1200,9,0.1,1.20673694218132e-06,2
1500,9,0.1,1.20673663635609e-06,3
1000,15,0.1,6.61918047281513e-07,4
1200,15,0.1,6.61918048272171e-07,5
1500,15,0.1,6.61918048388671e-07,6
1000,21,0.1,2.22091401074841e-07,7
1200,21,0.1,2.22091401867893e-07,8
1500,21,0.1,2.22091402008573e-07,9
1000,9,0.2,9.55076375294926e-07,10
1200,9,0.2,9.55076375270142e-07,11
1500,9,0.2,9.55076375265622e-07,12
1000,15,0.2,5.15566214330208e-07,13
1200,15,0.2,5.15566214338124e-07,14
1500,15,0.2,5.15566214338697e-07,15
1000,21,0.2,2.33516319503109e-07,16
1200,21,0.2,2.3351631950418e-07,17
1500,21,0.2,2.33516319504772e-07,18
1000,9,0.15,9.93226921061153e-07,19
1200,9,0.15,9.93226920293559e-07,20
1500,9,0.15,9.9322692018401e-07,21
1000,15,0.15,5.32966502350453e-07,22
1200,15,0.15,5.32966502355915e-07,23
1500,15,0.15,5.32966502342622e-07,24
1000,21,0.15,2.64530742055595e-07,25
1200,21,0.15,2.64530742042808e-07,26
1500,21,0.15,2.64530742032295e-07,27
1000,9,0.1,1.25212223789503e-06,1
1200,9,0.1,1.25214544611595e-06,2
1500,9,0.1,1.25214616773969e-06,3
1000,15,0.1,6.88801317551528e-07,4
1200,15,0.1,6.88801318089929e-07,5
1500,15,0.1,6.88801318086019e-07,6
1000,21,0.1,2.06454699803297e-07,7
1200,21,0.1,2.06454700254143e-07,8
1500,21,0.1,2.0645470024209e-07,9
1000,9,0.2,7.5828187394212e-07,10
1200,9,0.2,7.58281873959227e-07,11
1500,9,0.2,7.58281873976149e-07,12
1000,15,0.2,5.95189890564771e-07,13
1200,15,0.2,5.95189890552032e-07,14
1500,15,0.2,5.95189890554021e-07,15
1000,21,0.2,2.11977952450388e-07,16
1200,21,0.2,2.1197795244262e-07,17
1500,21,0.2,2.11977952434091e-07,18
1000,9,0.15,1.01641805533434e-06,19
1200,9,0.15,1.01641805558343e-06,20
1500,9,0.15,1.01641805556479e-06,21
1000,15,0.15,7.03003350142593e-07,22
1200,15,0.15,7.03003350158992e-07,23
1500,15,0.15,7.03003350158958e-07,24
1000,21,0.15,2.15308577454196e-07,25
1200,21,0.15,2.15308577465688e-07,26
1500,21,0.15,2.15308577476116e-07,27
1000,9,0.1,1.24634041640178e-06,1
1200,9,0.1,1.24633174543169e-06,2
1500,9,0.1,1.24633155896e-06,3
1000,15,0.1,7.40600068214767e-07,4
1200,15,0.1,7.40600069241432e-07,5
1500,15,0.1,7.40600069489752e-07,6
1000,21,0.1,1.97921544415034e-07,7
1200,21,0.1,1.97921913452833e-07,8
1500,21,0.1,1.97921920451671e-07,9
1000,9,0.2,8.78349928329385e-07,10
1200,9,0.2,8.78349928298125e-07,11
1500,9,0.2,8.78349928253355e-07,12
1000,15,0.2,5.65201091869179e-07,13
1200,15,0.2,5.65201091866622e-07,14
1500,15,0.2,5.65201091861062e-07,15
1000,21,0.2,2.45632039959272e-07,16
1200,21,0.2,2.45632039958788e-07,17
1500,21,0.2,2.4563203995801e-07,18
1000,9,0.15,9.82163399777618e-07,19
1200,9,0.15,9.82163399709968e-07,20
1500,9,0.15,9.82163399731065e-07,21
1000,15,0.15,5.56933905347712e-07,22
1200,15,0.15,5.56933905268794e-07,23
1500,15,0.15,5.56933905269381e-07,24
1000,21,0.15,2.29711984594183e-07,25
1200,21,0.15,2.29711984629399e-07,26
1500,21,0.15,2.29711984636275e-07,27
1000,9,0.1,1.30594819177408e-06,1
1200,9,0.1,1.30594820718582e-06,2
1500,9,0.1,1.3059482071848e-06,3
1000,15,0.1,6.79930587309461e-07,4
1200,15,0.1,6.7993058748174e-07,5
1500,15,0.1,6.79930587447474e-07,6
1000,21,0.1,1.93728597941123e-07,7
1200,21,0.1,1.93728599078274e-07,8
1500,21,0.1,1.93728599173745e-07,9
1000,9,0.2,9.25754162949908e-07,10
1200,9,0.2,9.25754162958344e-07,11
1500,9,0.2,9.25754163000907e-07,12
1000,15,0.2,6.88586330341582e-07,13
1200,15,0.2,6.88586330323831e-07,14
1500,15,0.2,6.88586330333078e-07,15
1000,21,0.2,2.19298145449392e-07,16
1200,21,0.2,2.1929814545316e-07,17
1500,21,0.2,2.19298145457475e-07,18
1000,9,0.15,9.77882610518221e-07,19
1200,9,0.15,9.77882610548897e-07,20
1500,9,0.15,9.77882610558203e-07,21
1000,15,0.15,4.95065907077021e-07,22
1200,15,0.15,4.95065907081562e-07,23
1500,15,0.15,4.95065907080242e-07,24
1000,21,0.15,1.9768386864722e-07,25
1200,21,0.15,1.97683868654521e-07,26
1500,21,0.15,1.97683868662873e-07,27
1000,9,0.1,1.23544079739549e-06,1
1200,9,0.1,1.23543787475569e-06,2
1500,9,0.1,1.23543785748731e-06,3
1000,15,0.1,6.86730093164809e-07,4
1200,15,0.1,6.86730094098701e-07,5
1500,15,0.1,6.86730094349615e-07,6
1000,21,0.1,2.29514805749834e-07,7
1200,21,0.1,2.2951480630338e-07,8
1500,21,0.1,2.29514806457616e-07,9
1000,9,0.2,9.78037987061057e-07,10
1200,9,0.2,9.78037987148742e-07,11
1500,9,0.2,9.78037987176634e-07,12
1000,15,0.2,6.13574129731127e-07,13
1200,15,0.2,6.1357412972169e-07,14
1500,15,0.2,6.13574129718409e-07,15
1000,21,0.2,2.16465475976178e-07,16
1200,21,0.2,2.16465475984521e-07,17
1500,21,0.2,2.16465475985372e-07,18
1000,9,0.15,9.42103606327591e-07,19
1200,9,0.15,9.42103603839593e-07,20
1500,9,0.15,9.42103603735657e-07,21
1000,15,0.15,5.87415053310827e-07,22
1200,15,0.15,5.87415053328817e-07,23
1500,15,0.15,5.87415053345257e-07,24
1000,21,0.15,2.55905757112246e-07,25
1200,21,0.15,2.559057571509e-07,26
1500,21,0.15,2.55905757172659e-07,27
1000,9,0.1,1.22404352084986e-06,1
1200,9,0.1,1.22403364715042e-06,2
1500,9,0.1,1.22403344389373e-06,3
1000,15,0.1,6.02443609353821e-07,4
1200,15,0.1,6.02443609959099e-07,5
1500,15,0.1,6.02443610156329e-07,6
1000,21,0.1,2.15194642323992e-07,7
1200,21,0.1,2.15194643458086e-07,8
1500,21,0.1,2.15194643807735e-07,9
1000,9,0.2,9.15640166678979e-07,10
1200,9,0.2,9.15640166602904e-07,11
1500,9,0.2,9.15640166622181e-07,12
1000,15,0.2,6.10406957370637e-07,13
1200,15,0.2,6.10406957385318e-07,14
1500,15,0.2,6.10406957389125e-07,15
1000,21,0.2,3.57329112765161e-07,16
1200,21,0.2,3.57329112759859e-07,17
1500,21,0.2,3.5732911275795e-07,18
1000,9,0.15,9.05038264940896e-07,19
1200,9,0.15,9.05038265176047e-07,20
1500,9,0.15,9.05038265147036e-07,21
1000,15,0.15,6.59147692091719e-07,22
1200,15,0.15,6.59147692116506e-07,23
1500,15,0.15,6.59147692114807e-07,24
1000,21,0.15,2.94463168800635e-07,25
1200,21,0.15,2.94463168866925e-07,26
1500,21,0.15,2.94463168903256e-07,27
1000,9,0.1,1.22139511387018e-06,1
1200,9,0.1,1.22134601368269e-06,2
1500,9,0.1,1.22134355016866e-06,3
1000,15,0.1,5.5321001829798e-07,4
1200,15,0.1,5.5321002076704e-07,5
1500,15,0.1,5.53210020680337e-07,6
1000,21,0.1,2.72082940713202e-07,7
1200,21,0.1,2.72082941284184e-07,8
1500,21,0.1,2.7208294139422e-07,9
1000,9,0.2,8.42036207610611e-07,10
1200,9,0.2,8.42036207646699e-07,11
1500,9,0.2,8.4203620766694e-07,12
1000,15,0.2,5.06540514145498e-07,13
1200,15,0.2,5.06540514129414e-07,14
1500,15,0.2,5.06540514124424e-07,15
1000,21,0.2,2.43748779563962e-07,16
1200,21,0.2,2.43748779566156e-07,17
1500,21,0.2,2.43748779569143e-07,18
1000,9,0.15,1.01594566331251e-06,19
1200,9,0.15,1.01594566316332e-06,20
1500,9,0.15,1.01594566303913e-06,21
1000,15,0.15,6.38209626805627e-07,22
1200,15,0.15,6.38209626855636e-07,23
1500,15,0.15,6.3820962685897e-07,24
1000,21,0.15,2.59094795785342e-07,25
1200,21,0.15,2.59094795792756e-07,26
1500,21,0.15,2.59094795798181e-07,27
10,9,0.1,7.94602386358545,1
20,9,0.1,2.60721750877207,2
10,15,0.1,6.69118221642714,3
20,15,0.1,1.31563409516275,4
10,21,0.1,6.5422575774937,5
20,21,0.1,1.22913046883278,6
10,9,0.2,2.54278800473771,7
20,9,0.2,0.801443168736462,8
10,15,0.2,1.13320661822522,9
20,15,0.2,0.0588029711983532,10
10,21,0.2,1.04820299244139,11
20,21,0.2,0.0470072186795827,12
10,9,0.15,4.162233172953,13
20,9,0.15,1.31566877906745,14
10,15,0.15,2.77034667654689,15
20,15,0.15,0.274366820398274,16
10,21,0.15,2.62626934685656,17
20,21,0.15,0.227199587116033,18
10,9,0.1,8.22327194293679,1
20,9,0.1,2.80989069734522,2
10,15,0.1,6.78639353221255,3
20,15,0.1,1.35412663935861,4
10,21,0.1,6.63400573931792,5
20,21,0.1,1.23802377805614,6
10,9,0.2,2.67579561370064,7
20,9,0.2,0.892056397720062,8
10,15,0.2,1.17408670448953,9
20,15,0.2,0.0656050792757855,10
10,21,0.2,1.08748772830051,11
20,21,0.2,0.0494437798328385,12
10,9,0.15,4.36725136174567,13
20,9,0.15,1.34872565929047,14
10,15,0.15,2.80669172005132,15
20,15,0.15,0.283016888335556,16
10,21,0.15,2.67631020567349,17
20,21,0.15,0.233476295753776,18
10,9,0.1,8.09620613348227,1
20,9,0.1,2.68885730484764,2
10,15,0.1,6.62849847254591,3
20,15,0.1,1.29533955369799,4
10,21,0.1,6.53194763806855,5
20,21,0.1,1.21452360996636,6
10,9,0.2,2.59661310046864,7
20,9,0.2,0.958590110116715,8
10,15,0.2,1.12141982879981,9
20,15,0.2,0.0590467338239523,10
10,21,0.2,1.04075237767823,11
20,21,0.2,0.0466772651543981,12
10,9,0.15,4.28469867142316,13
20,9,0.15,1.37433725415141,14
10,15,0.15,2.72244134618914,15
20,15,0.15,0.263087861175506,16
10,21,0.15,2.62813284254076,17
20,21,0.15,0.231256523383093,18
10,9,0.1,8.20546274144032,1
20,9,0.1,2.72752153931067,2
10,15,0.1,6.81462490483788,3
20,15,0.1,1.31194492888512,4
10,21,0.1,6.70797540919948,5
20,21,0.1,1.2563354744853,6
10,9,0.2,2.59697695000015,7
20,9,0.2,0.749338182370329,8
10,15,0.2,1.13845544569342,9
20,15,0.2,0.0575326473019913,10
10,21,0.2,1.0909816986426,11
20,21,0.2,0.0471774918278866,12
10,9,0.15,4.29294285957866,13
20,9,0.15,1.15741157888498,14
10,15,0.15,2.78240188555011,15
20,15,0.15,0.257200438279537,16
10,21,0.15,2.70642586191874,17
20,21,0.15,0.236552120831636,18
10,9,0.1,7.99558140279381,1
20,9,0.1,2.75526235660542,2
10,15,0.1,6.56605585195281,3
20,15,0.1,1.31570355252381,4
10,21,0.1,6.40873151324981,5
20,21,0.1,1.20581989737707,6
10,9,0.2,2.60907779113692,7
20,9,0.2,0.854133043113491,8
10,15,0.2,1.15850375822239,9
20,15,0.2,0.0680030849627125,10
10,21,0.2,1.04498067531656,11
20,21,0.2,0.0492565760008792,12
10,9,0.15,4.27399164363283,13
20,9,0.15,1.27385661048989,14
10,15,0.15,2.73236799864106,15
20,15,0.15,0.293646639541896,16
10,21,0.15,2.57709112258676,17
20,21,0.15,0.23027218743794,18
10,9,0.1,8.01558328843961,1
20,9,0.1,2.61284468259737,2
10,15,0.1,6.58389257627712,3
20,15,0.1,1.26398844965639,4
10,21,0.1,6.45881748617227,5
20,21,0.1,1.20007418806115,6
10,9,0.2,2.54529637354083,7
20,9,0.2,0.836096011693787,8
10,15,0.2,1.11946252817721,9
20,15,0.2,0.0574352425248092,10
10,21,0.2,1.03810514408574,11
20,21,0.2,0.048100912232985,12
10,9,0.15,4.16785803358129,13
20,9,0.15,1.25625561449302,14
10,15,0.15,2.7066376589812,15
20,15,0.15,0.25547347061467,16
10,21,0.15,2.60741609931729,17
20,21,0.15,0.230111784703899,18
10,9,0.1,7.76651511325185,1
20,9,0.1,2.63875064677039,2
10,15,0.1,6.37635748140581,3
20,15,0.1,1.25627184942103,4
10,21,0.1,6.26441679621221,5
20,21,0.1,1.17985878233175,6
10,9,0.2,2.54933248384527,7
20,9,0.2,0.902532095230747,8
10,15,0.2,1.09453501250165,9
20,15,0.2,0.0568463492496154,10
10,21,0.2,1.01789316037512,11
20,21,0.2,0.0465589007536259,12
10,9,0.15,4.10066043141076,13
20,9,0.15,1.36218677509558,14
10,15,0.15,2.63120837814865,15
20,15,0.15,0.250589699492837,16
10,21,0.15,2.52576703609171,17
20,21,0.15,0.2252793968217,18
10,9,0.1,8.12551758314239,1
20,9,0.1,2.76002868096678,2
10,15,0.1,6.67389358516705,3
20,15,0.1,1.29965541814928,4
10,21,0.1,6.55316120770945,5
20,21,0.1,1.23480802957954,6
10,9,0.2,2.62586651897819,7
20,9,0.2,0.887351276716574,8
10,15,0.2,1.14378290726758,9
20,15,0.2,0.0598787259708344,10
10,21,0.2,1.06305904988672,11
20,21,0.2,0.0500976445490039,12
10,9,0.15,4.3130096810927,13
20,9,0.15,1.24561818997811,14
10,15,0.15,2.77761915588243,15
20,15,0.15,0.274366040449378,16
10,21,0.15,2.63416454924039,17
20,21,0.15,0.233370503430066,18
10,9,0.1,8.00112451894961,1
20,9,0.1,2.72395080652503,2
10,15,0.1,6.65507541282913,3
20,15,0.1,1.28016723371372,4
10,21,0.1,6.56055113421495,5
20,21,0.1,1.22324640611278,6
10,9,0.2,2.49735809648076,7
20,9,0.2,0.823259614681614,8
10,15,0.2,1.11991095245137,9
20,15,0.2,0.0592450797217679,10
10,21,0.2,1.05676571529426,11
20,21,0.2,0.0457143790077127,12
10,9,0.15,4.23037692110375,13
20,9,0.15,1.35889970160292,14
10,15,0.15,2.72036706768176,15
20,15,0.15,0.254788953320681,16
10,21,0.15,2.64034862705453,17
20,21,0.15,0.231643903441776,18
10,9,0.1,7.91565858678614,1
20,9,0.1,2.63885088719392,2
10,15,0.1,6.63009257046263,3
20,15,0.1,1.27130878063236,4
10,21,0.1,6.51009718605463,5
20,21,0.1,1.20675010828138,6
10,9,0.2,2.42289268303926,7
20,9,0.2,0.708041308866278,8
10,15,0.2,1.11578052998903,9
20,15,0.2,0.0533400632273735,10
