"ntree","mtry","train_mse","param_idx"
300,17,0.013620133325582,5
100,22,0.00918345603437342,6
150,22,0.00778024768518518,7
200,22,0.00791133882903665,8
250,22,0.00830444744799594,9
300,22,0.0075531779676842,10
100,27,0.00443594550672248,11
150,27,0.00477453983806866,12
200,27,0.00401184913273719,13
250,27,0.00451267511542364,14
300,27,0.0044273850564082,15
100,17,0.0143810847523465,1
150,17,0.0130282843769378,2
200,17,0.0121419533885876,3
250,17,0.0131006606481481,4
300,17,0.0119589696660606,5
100,22,0.00689538177004058,6
150,22,0.00795505678871412,7
200,22,0.00708403687650619,8
250,22,0.00657665231354641,9
300,22,0.00733677463234257,10
100,27,0.00351654397355403,11
150,27,0.00463153125176164,12
200,27,0.00502311903459538,13
250,27,0.00422202335109081,14
300,27,0.00416827087649388,15
100,17,0.0138151944206621,1
150,17,0.012446538865635,2
200,17,0.0144367363667713,3
250,17,0.0130304536073059,4
300,17,0.011715840562285,5
100,22,0.00706751054350581,6
150,22,0.00714051176785611,7
200,22,0.00664588650669074,8
250,22,0.00694052460553016,9
300,22,0.00716943759953348,10
100,27,0.00445474262747335,11
150,27,0.00390858493291616,12
200,27,0.00436653704298261,13
250,27,0.00455066519786909,14
300,27,0.0037344422282823,15
100,17,0.0137410940988076,1
150,17,0.0128381542364281,2
200,17,0.0145680883613171,3
250,17,0.0113732377245052,4
300,17,0.0135935417080654,5
100,22,0.00840307841038807,6
150,22,0.00750547703858723,7
200,22,0.00697313246171037,8
250,22,0.006185587856418,9
300,22,0.00739974822072827,10
100,27,0.00468080500063415,11
150,27,0.00491481007596253,12
200,27,0.005077381835442,13
250,27,0.00474601058219174,14
300,27,0.00446598951903288,15
100,17,0.0120042877108701,1
150,17,0.0119357311150572,2
200,17,0.0129618652829306,3
250,17,0.0107174430821917,4
300,17,0.0119098474899937,5
100,22,0.00590805618182392,6
150,22,0.00608167123639999,7
200,22,0.0074243466058631,8
250,22,0.00642936201166918,9
300,22,0.00773460655547096,10
100,27,0.00297773549277015,11
150,27,0.00403914897260273,12
200,27,0.00384139658445901,13
250,27,0.00404869649036021,14
300,27,0.00375572697516769,15
350,30,0.00268632695513516,1
400,30,0.00256776829407264,2
450,30,0.00251879934356816,3
500,30,0.00296324113013699,4
350,33,0.00194424898010954,5
400,33,0.00201447622310613,6
450,33,0.00197159021866445,7
500,33,0.00207866194032218,8
350,36,0.00166729277262656,9
400,36,0.00157663283776874,10
450,36,0.0017994915788971,11
500,36,0.00174163894374683,12
350,30,0.00341279861305253,1
400,30,0.00286776649999206,2
450,30,0.00337805170457749,3
500,30,0.00320856651192288,4
350,33,0.00271370449191853,5
400,33,0.00255162928230831,6
450,33,0.00281173046167891,7
500,33,0.00244713765664636,8
350,36,0.00194283766010208,9
400,36,0.00198416316719383,10
450,36,0.00213238355772905,11
500,36,0.00198111665208015,12
350,30,0.00309009640876899,1
400,30,0.00336317502417872,2
450,30,0.00286592596859712,3
500,30,0.00324756800545408,4
350,33,0.00233574078409902,5
400,33,0.00241369301254915,6
450,33,0.00243089884067433,7
500,33,0.00227428103310503,8
350,36,0.00176817643134118,9
400,36,0.00174135645373541,10
450,36,0.00182372345498932,11
500,36,0.00183167002156265,12
350,30,0.0022435644627714,1
400,30,0.00268949091464913,2
450,30,0.0021569948089896,3
500,30,0.0024790829997463,4
350,33,0.00162092781168783,5
400,33,0.00165939789694713,6
450,33,0.00164090996846245,7
500,33,0.00149009700437594,8
350,36,0.0012066085063782,9
400,36,0.00141490653637905,10
450,36,0.00111789166055959,11
500,36,0.00116643218068239,12
350,30,0.00349915519095763,1
400,30,0.00332847626670706,2
450,30,0.0031959299268404,3
500,30,0.00307179147989598,4
350,33,0.0022873937715497,5
400,33,0.00227231040368544,6
450,33,0.00236906456348533,7
500,33,0.00261957994641044,8
350,36,0.00190073237259134,9
400,36,0.00192007101804285,10
450,36,0.00190790063560514,11
500,36,0.00186364641520801,12
350,30,0.0027307436114476,1
400,30,0.00266074535203813,2
450,30,0.00270336226519093,3
500,30,0.00260108838850836,4
350,33,0.00205443597145859,5
400,33,0.00208722595406835,6
450,33,0.00231289694474195,7
500,33,0.00213044624016995,8
350,36,0.00158833421150042,9
400,36,0.00158985632441891,10
450,36,0.00134002759221677,11
500,36,0.00137165289573819,12
350,30,0.00289187728763499,1
400,30,0.00330144570391774,2
450,30,0.00293749918728977,3
500,30,0.00306419743087265,4
350,33,0.00214274242718395,5
400,33,0.00220409306179841,6
450,33,0.00222610296130309,7
500,33,0.0027895812167047,8
350,36,0.00188149003147682,9
400,36,0.00183848074373334,10
450,36,0.00180715784703822,11
500,36,0.00176509423103753,12
350,30,0.00184336211482308,1
400,30,0.00208607823846158,2
450,30,0.00195989188840031,3
500,30,0.0021409681992009,4
350,33,0.00131690755366072,5
400,33,0.00137237824777634,6
450,33,0.00137633677404149,7
500,33,0.00141510840785133,8
350,36,0.00122267794305697,9
400,36,0.00110865915540968,10
450,36,0.000984494171270452,11
500,36,0.00117506846175798,12
350,30,0.00272628413397321,1
400,30,0.00269354180291966,2
450,30,0.00247605886433532,3
500,30,0.00266320748953576,4
350,33,0.0019354035006316,5
400,33,0.00211523968044457,6
450,33,0.00198970951403372,7
500,33,0.00180924980688736,8
350,36,0.00179779878454425,9
400,36,0.00151130173848933,10
450,36,0.00140575785384995,11
500,36,0.00166628296835362,12
350,30,0.00267905549472451,1
400,30,0.0029369951929937,2
450,30,0.0029236286160907,3
500,30,0.00295416469463468,4
350,33,0.00248168500075066,5
400,33,0.00246369298331667,6
450,33,0.00206127437700044,7
500,33,0.00251959579908674,8
350,36,0.00202811164305902,9
400,36,0.00166307235134052,10
450,36,0.0018860974786409,11
500,36,0.00183456945205477,12
5,30,0.00946922881785896,1
10,30,0.00560294266869609,2
5,33,0.00831230339928971,3
10,33,0.00243208872399797,4
5,36,0.00417387747336379,5
10,36,0.00408212122653477,6
5,30,0.00665421740233384,1
10,30,0.00452193683409436,2
5,33,0.00533459538305429,3
10,33,0.00551174451420598,4
5,36,0.00426852486047691,5
10,36,0.00475736697742262,6
5,30,0.0186889681633688,1
10,30,0.0065271483384069,2
5,33,0.00761632420091325,3
10,33,0.00941410372272958,4
5,36,0.0106233986555048,5
10,36,0.00351343543886352,6
5,30,0.010160581557585,1
10,30,0.011165593290208,2
5,33,0.00958141806189752,3
10,33,0.00716409579528158,4
5,36,0.00408356481481482,5
10,36,0.00436594130517504,6
5,30,0.0147016837899543,1
10,30,0.0111420598680873,2
5,33,0.00912118214104515,3
10,33,0.00386498049847793,4
5,36,0.00526016933028919,5
10,36,0.00268329290334855,6
5,30,0.0114303589548453,1
10,30,0.00818361475773719,2
5,33,0.00909965753424658,3
10,33,0.00776421391425672,4
5,36,0.0111228849568747,5
10,36,0.00558615629756469,6
5,30,0.0104966355910705,1
10,30,0.00887081430745813,2
5,33,0.00604654363267377,3
10,33,0.00448864789446981,4
5,36,0.00690158231861998,5
10,36,0.00338082905251142,6
5,30,0.0290172089041096,1
10,30,0.00852905647513953,2
5,33,0.0096716958396753,3
10,33,0.00528153776636226,4
5,36,0.00603459538305429,5
10,36,0.00224204401319128,6
5,30,0.0175967687721969,1
10,30,0.00872661323566712,2
5,33,0.00732117897006594,3
10,33,0.00893524781202431,4
5,36,0.00818091387620497,5
10,36,0.00417311326737694,6
5,30,0.0140178430999493,1
10,30,0.00683851946981226,2
5,33,0.008415217529173,3
10,33,0.00617991343226788,4
5,36,0.0093746067985794,5
10,36,0.00499656028031456,6
100,40,0.00127756495750888,1
200,40,0.00110229139515157,2
100,43,0.00104173507261542,3
200,43,0.000883248614678463,4
100,46,0.000895133434804667,5
200,46,0.000761182329322044,6
100,50,0.000621740930999491,7
200,50,0.000590511023116436,8
100,40,0.00122019380232115,1
200,40,0.000907256310248593,2
100,43,0.00113267444349314,3
200,43,0.000956003107559598,4
100,46,0.000728699248477918,5
200,46,0.000607666640902448,6
100,50,0.000501193643772186,7
200,50,0.000463458321442149,8
100,40,0.000781038194444439,1
200,40,0.000757602678288299,2
100,43,0.000671835267630637,3
200,43,0.000556920182489843,4
100,46,0.000563203109145101,5
200,46,0.00048017875998858,6
100,50,0.000328560890728054,7
200,50,0.00036524816083206,8
100,40,0.00163516999619481,1
200,40,0.0018487187539637,2
100,43,0.00154782879883307,3
200,43,0.00122054086797627,4
100,46,0.00120764397831049,5
200,46,0.00144853810724251,6
100,50,0.000962177852295778,7
200,50,0.000769001882768889,8
100,40,0.00115784370243531,1
200,40,0.000963809497479064,2
100,43,0.000892739171106034,3
200,43,0.000900898461282341,4
100,46,0.000583488314941651,5
200,46,0.000585802713565445,6
100,50,0.000477854634386097,7
200,50,0.000407121250317096,8
100,40,0.00115742839928969,1
200,40,0.00137328640284119,2
100,43,0.00165497157217149,3
200,43,0.00111037342045598,4
100,46,0.00119132599251649,5
200,46,0.0012165687527746,6
100,50,0.000913588731925414,7
200,50,0.00100075900359906,8
100,40,0.00179685074200913,1
200,40,0.0016517815888984,2
100,43,0.00158714773592085,3
200,43,0.00116974728881279,4
100,46,0.00122773103754439,5
200,46,0.000844580752949009,6
100,50,0.000754937698186198,7
200,50,0.000863252065100197,8
100,40,0.00133617644913749,1
200,40,0.00100453264324898,2
100,43,0.00080866076071791,3
200,43,0.000869784833206491,4
100,46,0.000909756936516992,5
200,46,0.000683611529283991,6
100,50,0.000694900399543375,7
200,50,0.00061013372812024,8
100,40,0.0014974165239726,1
200,40,0.001617360308457,2
100,43,0.00164588513127854,3
200,43,0.00194785110270802,4
100,46,0.00144270473427194,5
200,46,0.00145968034151446,6
100,50,0.00109020551908929,7
200,50,0.00109907924475203,8
100,40,0.00135954252283105,1
200,40,0.00163645064569063,2
100,43,0.00135345578862252,3
200,43,0.00123945341435185,4
100,46,0.000874955836187213,5
200,46,0.00101762619704464,6
100,50,0.000980626506215113,7
200,50,0.00096973516179921,8
100,10,0.0370794180245253,1
100,11,0.0295880529870624,2
100,12,0.0275573643455099,3
100,13,0.0247245547073186,4
100,14,0.0194579892900178,5
100,15,0.0184030211266489,6
100,16,0.0157703373208397,7
100,17,0.0123511881500507,8
100,18,0.0122642277159437,9
100,19,0.00984558726534753,10
100,20,0.00898231897672502,11
100,21,0.00814575477232369,12
100,22,0.0074440346033105,13
100,23,0.00781789267028159,14
100,24,0.00634070199930239,15
100,25,0.00489845821442162,16
100,26,0.00362425382895738,17
100,27,0.00404307340024099,18
100,28,0.00335150596144089,19
100,29,0.00347463994323947,20
100,30,0.00328978590341197,21
100,31,0.00239648172723237,22
100,32,0.00283639135432522,23
100,33,0.00217410069444445,24
100,34,0.00194212800450279,25
100,35,0.00196546483384069,26
100,36,0.00217873535800355,27
100,37,0.0015422209300482,28
100,38,0.0012770231402207,29
100,39,0.00188731177860224,30
100,40,0.00104505279680365,31
100,41,0.00122698485064688,32
100,42,0.00109804059646119,33
100,43,0.000850422200025369,34
100,44,0.000838607401065447,35
100,45,0.00114281825532724,36
100,46,0.00101826274733637,37
100,47,0.000749270096080666,38
100,48,0.000658300077688989,39
100,49,0.000549807267884323,40
100,50,0.000479727454337898,41
100,51,0.000453873152904617,42
100,52,0.000459473094241501,43
100,53,0.000446340095446471,44
100,54,0.000456214794203449,45
100,55,0.000471626323883812,46
100,56,0.000408557220319634,47
100,57,0.000299516560438862,48
100,58,0.000513152769850328,49
100,59,0.000338682830733129,50
100,60,0.000333153800418569,51
100,61,0.000283306142186706,52
100,62,0.000310101281075596,53
100,63,0.000320831597222221,54
100,64,0.000275757959157787,55
100,65,0.000356334934677828,56
100,66,0.000258730332001521,57
100,67,0.00027674342814561,58
