"ntree","mtry","train_mse","param_idx"
300,27,0.0450338332020901,15
100,17,0.146876498422438,1
150,17,0.138210241241051,2
200,17,0.116337748678098,3
250,17,0.134005992151192,4
300,17,0.128168091418449,5
100,22,0.07709556439466,6
150,22,0.075087890548368,7
200,22,0.0717180472416444,8
250,22,0.0759373495979199,9
300,22,0.0762773743675657,10
100,27,0.057440047176243,11
150,27,0.0404033989232764,12
200,27,0.0418565935181221,13
250,27,0.0485368503526129,14
300,27,0.0464147701639044,15
100,17,0.150139629201547,1
150,17,0.152279806122808,2
200,17,0.142972689010179,3
250,17,0.144516108121512,4
300,17,0.149811522126388,5
100,22,0.0915549619482497,6
150,22,0.0970707112752973,7
200,22,0.0883771092065418,8
250,22,0.0854844496676815,9
300,22,0.0820291002963106,10
100,27,0.0573344899876331,11
150,27,0.0604740756736569,12
200,27,0.0626017889257516,13
250,27,0.0604042560375444,14
300,27,0.0564528903281612,15
100,17,0.149604256405378,1
150,17,0.132540340083996,2
200,17,0.144591362803621,3
250,17,0.149033021074328,4
300,17,0.151345355912467,5
100,22,0.0853253930507991,6
150,22,0.0889530500909013,7
200,22,0.0879264790636099,8
250,22,0.0809512142478438,9
300,22,0.0808272922066138,10
100,27,0.0511473604689879,11
150,27,0.0526747543900445,12
200,27,0.0525027155096556,13
250,27,0.0552037663584474,14
300,27,0.0524942839673529,15
100,17,0.147325735207382,1
150,17,0.139078048639298,2
200,17,0.138982052782931,3
250,17,0.130794427668696,4
300,17,0.157606436075702,5
100,22,0.0879282802987062,6
150,22,0.0906036389558317,7
200,22,0.0730062925426496,8
250,22,0.0818535451686963,9
300,22,0.0843173715647725,10
100,27,0.0527594393708777,11
150,27,0.060079270773437,12
200,27,0.0492811919928811,13
250,27,0.0532560556823947,14
300,27,0.0492850048049143,15
350,30,0.0339527566079323,1
400,30,0.0355899360958505,2
450,30,0.0346246723047459,3
500,30,0.0333502282470827,4
350,33,0.0301602733979437,5
400,33,0.0279517861025891,6
450,33,0.0279555492973736,7
500,33,0.0260303310841577,8
350,36,0.0240700816119445,9
400,36,0.022035271697425,10
450,36,0.022598702591512,11
500,36,0.0218752273535006,12
350,30,0.0247424767004214,1
400,30,0.0254818453097254,2
450,30,0.0255975382670638,3
500,30,0.0252719238492516,4
350,33,0.018354315828881,5
400,33,0.017075439782114,6
450,33,0.0176003102450814,7
500,33,0.0184136687572932,8
350,36,0.015355235816016,9
400,36,0.0135781398540556,10
450,36,0.0144701021290188,11
500,36,0.0129046817281836,12
350,30,0.0239221382786372,1
400,30,0.0223046443528823,2
450,30,0.0269407908269443,3
500,30,0.0243727215150938,4
350,33,0.0185018471122085,5
400,33,0.0185904389759917,6
450,33,0.0178088998718298,7
500,33,0.0164950491990106,8
350,36,0.0150574899136976,9
400,36,0.011835760490491,10
450,36,0.0114776273919361,11
500,36,0.0135332854090563,12
350,30,0.0323340685106234,1
400,30,0.0348307361755215,2
450,30,0.0286515891272212,3
500,30,0.0303883508847031,4
350,33,0.0235310015751354,5
400,33,0.0262529473899868,6
450,33,0.0262782610142592,7
500,33,0.025326678536593,8
350,36,0.0187625696884157,9
400,36,0.0190556035359391,10
450,36,0.0186039522082542,11
500,36,0.0184739545471842,12
350,30,0.0283413512603672,1
400,30,0.0304648113153419,2
450,30,0.0281229341857397,3
500,30,0.0275922689266235,4
350,33,0.0215632468089594,5
400,33,0.0213748354033882,6
450,33,0.0220530103957226,7
500,33,0.0190882363356164,8
350,36,0.0149514970522836,9
400,36,0.0173401715787116,10
450,36,0.015577735288614,11
500,36,0.0150896171879755,12
350,30,0.0264367979950351,1
400,30,0.0290041641120465,2
450,30,0.0251233659548796,3
500,30,0.0289825823221081,4
350,33,0.0190455298311486,5
400,33,0.0200096500259624,6
450,33,0.0191151859646196,7
500,33,0.0199288092193049,8
350,36,0.0154658843524471,9
400,36,0.0147389347625531,10
450,36,0.0142139695468552,11
500,36,0.0148349759868088,12
350,30,0.0276482911936084,1
400,30,0.0303024996809204,2
450,30,0.0259414717818085,3
500,30,0.0276988610457889,4
350,33,0.0224269746043395,5
400,33,0.0217462324461528,6
450,33,0.0212246330816906,7
500,33,0.0224891364351851,8
350,36,0.0162103515496382,9
400,36,0.0199841343573615,10
450,36,0.015745940413386,11
500,36,0.0173808030523847,12
350,30,0.029466212957786,1
400,30,0.0328258786535626,2
450,30,0.0322980499581902,3
500,30,0.0303871128621257,4
350,33,0.0222805893743723,5
400,33,0.0231224232945086,6
450,33,0.0253819415929122,7
500,33,0.0252034450504186,8
350,36,0.0182955045008491,9
400,36,0.0190073570899131,10
450,36,0.0188820595388534,11
500,36,0.0167821320287923,12
350,30,0.0258835223806418,1
400,30,0.0270626461979958,2
450,30,0.0264392011250321,3
500,30,0.0248473218020674,4
350,33,0.0176650749716553,5
400,33,0.0233497832645626,6
450,33,0.0210986601317092,7
500,33,0.0200256575158549,8
350,36,0.0123228684774899,9
400,36,0.0137500312306767,10
450,36,0.0161480648152062,11
500,36,0.0131864127175292,12
350,30,0.0358208101101171,1
400,30,0.0363305203269676,2
450,30,0.0350243990270182,3
500,30,0.0349901833663113,4
350,33,0.0315921990307159,5
400,33,0.0275009083482964,6
450,33,0.02844518523412,7
500,33,0.0261055963562277,8
350,36,0.022068948509769,9
400,36,0.0214913631459878,10
450,36,0.0236631183953592,11
500,36,0.0235221935410325,12
5,30,0.13890850456621,1
10,30,0.132857167998478,2
5,33,0.0895826737696601,3
10,33,0.0537138143708776,4
5,36,0.0926723014967022,5
10,36,0.0866719582382039,6
5,30,0.199832426433283,1
10,30,0.114186083365043,2
5,33,0.158954521816337,3
10,33,0.123604247526636,4
5,36,0.0984024099441907,5
10,36,0.0500516306760527,6
5,30,0.150881522704211,1
10,30,0.108160105910705,2
5,33,0.148799334094368,3
10,33,0.0579875499429224,4
5,36,0.145952365550482,5
10,36,0.0599222317351598,6
5,30,0.16864117833587,1
10,30,0.0757670392567225,2
5,33,0.142107642059868,3
10,33,0.0872965816844241,4
5,36,0.123208501395231,5
10,36,0.0479528332699137,6
5,30,0.152755225773719,1
10,30,0.132995869006849,2
5,33,0.163023424023338,3
10,33,0.0868475963977676,4
5,36,0.13500953513445,5
10,36,0.0773097674086758,6
5,30,0.186787151192288,1
10,30,0.117726981069254,2
5,33,0.137731484652461,3
10,33,0.1235952134069,4
5,36,0.140629366438356,5
10,36,0.0658893883181126,6
5,30,0.169236536022324,1
10,30,0.0593966918759513,2
5,33,0.172208805809234,3
10,33,0.0902908580669711,4
5,36,0.129149597285642,5
10,36,0.0775237981988838,6
5,30,0.174720899923896,1
10,30,0.0908895286339421,2
5,33,0.156965017757483,3
10,33,0.105766303589548,4
5,36,0.117451985032978,5
10,36,0.0586518177638255,6
5,30,0.104968058726535,1
10,30,0.0751486261732623,2
5,33,0.0995988711314053,3
10,33,0.0777413083460172,4
5,36,0.125930435058346,5
10,36,0.0727823328893962,6
5,30,0.20153366311517,1
10,30,0.119202425799087,2
5,33,0.218473303526129,3
10,33,0.115108401509386,4
5,36,0.192530666539827,5
10,36,0.0676481465626586,6
