"nrounds","max_depth","eta","train_mse","param_idx"
500,9,0.01,0.126655862537494,18
100,3,0.001,2.05702296905263,19
200,3,0.001,1.9271544300614,20
500,3,0.001,1.64653325555728,21
100,6,0.001,2.01129774795128,22
200,6,0.001,1.84083524661349,23
500,6,0.001,1.45848088467623,24
100,9,0.001,1.96363515896991,25
200,9,0.001,1.75150414822737,26
500,9,0.001,1.27984446174381,27
100,3,0.1,0.921474548853329,1
200,3,0.1,0.725725834297372,2
500,3,0.1,0.408435618528762,3
100,6,0.1,0.363184475238498,4
200,6,0.1,0.149569282664843,5
500,6,0.1,0.0121056764478739,6
100,9,0.1,0.0530192859955299,7
200,9,0.1,0.00648160773426547,8
500,9,0.1,2.08373553507295e-05,9
100,3,0.01,1.40901762558295,10
200,3,0.01,1.21802598051342,11
500,3,0.01,1.06980027168952,12
100,6,0.01,1.12631111761024,13
200,6,0.01,0.829142656279361,14
500,6,0.01,0.572003495536014,15
100,9,0.01,0.825337320487049,16
200,9,0.01,0.425150435900666,17
500,9,0.01,0.160265223136273,18
100,3,0.001,2.05528015000594,19
200,3,0.001,1.92767741983978,20
500,3,0.001,1.65560595443666,21
100,6,0.001,2.00986806856546,22
200,6,0.001,1.83967582879237,23
500,6,0.001,1.47079686028361,24
100,9,0.001,1.96951796958901,25
200,9,0.001,1.76320484350752,26
500,9,0.001,1.29266222945496,27
100,3,0.1,0.879820592825004,1
200,3,0.1,0.703929130249298,2
500,3,0.1,0.397640605924869,3
100,6,0.1,0.311948899928498,4
200,6,0.1,0.121273382682919,5
500,6,0.1,0.0103285174240589,6
100,9,0.1,0.0423968613497706,7
200,9,0.1,0.00525973682792641,8
500,9,0.1,1.36033598324911e-05,9
100,3,0.01,1.34149285137724,10
200,3,0.01,1.162552117842,11
500,3,0.01,1.01334440886706,12
100,6,0.01,1.05322192226773,13
200,6,0.01,0.780510181318731,14
500,6,0.01,0.508173683759646,15
100,9,0.01,0.73564522363257,16
200,9,0.01,0.372175251394959,17
500,9,0.01,0.125969144392976,18
100,3,0.001,1.96407936408201,19
200,3,0.001,1.8384967928257,20
500,3,0.001,1.57415525692578,21
100,6,0.001,1.91836376068449,22
200,6,0.001,1.74890116704757,23
500,6,0.001,1.38440344245744,24
100,9,0.001,1.87182169423043,25
200,9,0.001,1.66049406884558,26
500,9,0.001,1.18208997906525,27
100,3,0.1,0.881975263119397,1
200,3,0.1,0.6989761660466,2
500,3,0.1,0.391305313673874,3
100,6,0.1,0.319456014604772,4
200,6,0.1,0.130898362278037,5
500,6,0.1,0.00976823240175671,6
100,9,0.1,0.0416179755369015,7
200,9,0.1,0.00478145333706735,8
500,9,0.1,1.48245871666651e-05,9
100,3,0.01,1.34545765982435,10
200,3,0.01,1.16417022464929,11
500,3,0.01,1.02080796410865,12
100,6,0.01,1.07022353206193,13
200,6,0.01,0.787276128574126,14
500,6,0.01,0.512235713221801,15
100,9,0.01,0.762715321874242,16
200,9,0.01,0.364838205962072,17
500,9,0.01,0.118582956275518,18
100,3,0.001,1.95132969493364,19
200,3,0.001,1.83254789705009,20
500,3,0.001,1.57893136107873,21
100,6,0.001,1.90755497165799,22
200,6,0.001,1.74954594729296,23
500,6,0.001,1.39956059263564,24
100,9,0.001,1.86127968507521,25
200,9,0.001,1.66298273151856,26
500,9,0.001,1.21873184631893,27
1000,9,0.1,1.24150126919241e-06,1
1200,9,0.1,1.24150126920707e-06,2
1500,9,0.1,1.24150126922002e-06,3
1000,15,0.1,6.99756749679344e-07,4
1200,15,0.1,6.99756749677276e-07,5
1500,15,0.1,6.99756749676363e-07,6
1000,21,0.1,2.25745929264908e-07,7
1200,21,0.1,2.25745929265016e-07,8
1500,21,0.1,2.2574592926581e-07,9
1000,9,0.2,8.4042865432306e-07,10
1200,9,0.2,8.40428654322785e-07,11
1500,9,0.2,8.40428654322445e-07,12
1000,15,0.2,5.18692998289455e-07,13
1200,15,0.2,5.18692998289374e-07,14
1500,15,0.2,5.18692998289263e-07,15
1000,21,0.2,2.34318164949941e-07,16
1200,21,0.2,2.34318164949603e-07,17
1500,21,0.2,2.34318164949423e-07,18
1000,9,0.15,1.20324436877776e-06,19
1200,9,0.15,1.20324436877877e-06,20
1500,9,0.15,1.20324436877981e-06,21
1000,15,0.15,5.5720889608779e-07,22
1200,15,0.15,5.57208896086047e-07,23
1500,15,0.15,5.57208896085736e-07,24
1000,21,0.15,2.27951453796959e-07,25
1200,21,0.15,2.27951453796713e-07,26
1500,21,0.15,2.27951453796946e-07,27
1000,9,0.1,1.16703478482759e-06,1
1200,9,0.1,1.16703478481671e-06,2
1500,9,0.1,1.16703478481816e-06,3
1000,15,0.1,5.91048314498671e-07,4
1200,15,0.1,5.91048314506226e-07,5
1500,15,0.1,5.91048314508967e-07,6
1000,21,0.1,2.47002383156822e-07,7
1200,21,0.1,2.47002383157637e-07,8
1500,21,0.1,2.4700238315913e-07,9
1000,9,0.2,7.7677629461476e-07,10
1200,9,0.2,7.76776294615308e-07,11
1500,9,0.2,7.76776294616185e-07,12
1000,15,0.2,4.36271368549188e-07,13
1200,15,0.2,4.36271368549092e-07,14
1500,15,0.2,4.36271368548974e-07,15
1000,21,0.2,2.30585897379705e-07,16
1200,21,0.2,2.30585897379739e-07,17
1500,21,0.2,2.30585897379833e-07,18
1000,9,0.15,1.01074978523391e-06,19
1200,9,0.15,1.01074978523173e-06,20
1500,9,0.15,1.01074978523264e-06,21
1000,15,0.15,6.43240055144269e-07,22
1200,15,0.15,6.43240055144165e-07,23
1500,15,0.15,6.43240055144063e-07,24
1000,21,0.15,2.49608661653973e-07,25
1200,21,0.15,2.49608661653995e-07,26
1500,21,0.15,2.49608661654102e-07,27
1000,9,0.1,1.21399913064338e-06,1
1200,9,0.1,1.21399913070751e-06,2
1500,9,0.1,1.21399913072724e-06,3
1000,15,0.1,6.79933362583819e-07,4
1200,15,0.1,6.7993336258422e-07,5
1500,15,0.1,6.79933362582317e-07,6
1000,21,0.1,2.0878569586202e-07,7
1200,21,0.1,2.0878569586409e-07,8
1500,21,0.1,2.08785695866327e-07,9
1000,9,0.2,9.35607286692114e-07,10
1200,9,0.2,9.35607286691882e-07,11
1500,9,0.2,9.35607286691941e-07,12
1000,15,0.2,5.82522557082122e-07,13
1200,15,0.2,5.82522557082075e-07,14
1500,15,0.2,5.82522557082003e-07,15
1000,21,0.2,2.2489117791528e-07,16
1200,21,0.2,2.2489117791549e-07,17
1500,21,0.2,2.24891177915625e-07,18
1000,9,0.15,1.11422367684355e-06,19
1200,9,0.15,1.11422367685147e-06,20
1500,9,0.15,1.11422367685688e-06,21
1000,15,0.15,6.36467233277819e-07,22
1200,15,0.15,6.36467233277238e-07,23
1500,15,0.15,6.36467233276457e-07,24
1000,21,0.15,2.23360547591352e-07,25
1200,21,0.15,2.23360547590995e-07,26
1500,21,0.15,2.23360547590713e-07,27
1000,9,0.1,1.25783065646169e-06,1
1200,9,0.1,1.25783065645084e-06,2
1500,9,0.1,1.25783065643751e-06,3
1000,15,0.1,7.39063373395979e-07,4
1200,15,0.1,7.39063373398166e-07,5
1500,15,0.1,7.39063373399214e-07,6
1000,21,0.1,2.32897028709276e-07,7
1200,21,0.1,2.32897028709694e-07,8
1500,21,0.1,2.3289702871089e-07,9
1000,9,0.2,8.44122172916736e-07,10
1200,9,0.2,8.44122172917061e-07,11
1500,9,0.2,8.44122172917186e-07,12
1000,15,0.2,4.91555746806779e-07,13
1200,15,0.2,4.91555746806711e-07,14
1500,15,0.2,4.91555746806613e-07,15
1000,21,0.2,2.95336478671364e-07,16
1200,21,0.2,2.95336478671451e-07,17
1500,21,0.2,2.95336478671579e-07,18
1000,9,0.15,9.9192895645299e-07,19
1200,9,0.15,9.919289564567e-07,20
1500,9,0.15,9.91928956458198e-07,21
1000,15,0.15,5.69937384577586e-07,22
1200,15,0.15,5.69937384577748e-07,23
1500,15,0.15,5.69937384577941e-07,24
1000,21,0.15,2.33774346040554e-07,25
1200,21,0.15,2.3377434604246e-07,26
1500,21,0.15,2.33774346042823e-07,27
1000,9,0.1,1.23924563108645e-06,1
1200,9,0.1,1.23924563114425e-06,2
1500,9,0.1,1.23924563117032e-06,3
1000,15,0.1,7.29917461407123e-07,4
1200,15,0.1,7.29917461405559e-07,5
1500,15,0.1,7.29917461405472e-07,6
1000,21,0.1,2.58385996464794e-07,7
1200,21,0.1,2.58385996464739e-07,8
1500,21,0.1,2.58385996464591e-07,9
1000,9,0.2,9.11512320675641e-07,10
1200,9,0.2,9.11512320675524e-07,11
1500,9,0.2,9.11512320675245e-07,12
1000,15,0.2,4.59048338995836e-07,13
1200,15,0.2,4.59048338996049e-07,14
1500,15,0.2,4.59048338996352e-07,15
1000,21,0.2,2.59834812374692e-07,16
1200,21,0.2,2.59834812374791e-07,17
1500,21,0.2,2.59834812374969e-07,18
1000,9,0.15,1.06904641918767e-06,19
1200,9,0.15,1.06904641918086e-06,20
1500,9,0.15,1.06904641918093e-06,21
1000,15,0.15,6.66123809073341e-07,22
1200,15,0.15,6.66123809073429e-07,23
1500,15,0.15,6.6612380907374e-07,24
1000,21,0.15,2.74096431124549e-07,25
1200,21,0.15,2.74096431122863e-07,26
1500,21,0.15,2.74096431122715e-07,27
1000,9,0.1,1.20332126379416e-06,1
1200,9,0.1,1.20332126372369e-06,2
1500,9,0.1,1.20332126369809e-06,3
1000,15,0.1,7.24843688792547e-07,4
1200,15,0.1,7.24843688797456e-07,5
1500,15,0.1,7.24843688801226e-07,6
1000,21,0.1,2.7170243884706e-07,7
1200,21,0.1,2.71702438846908e-07,8
1500,21,0.1,2.71702438846644e-07,9
1000,9,0.2,9.47754806586516e-07,10
1200,9,0.2,9.47754806585402e-07,11
1500,9,0.2,9.47754806585036e-07,12
1000,15,0.2,4.36786111034938e-07,13
1200,15,0.2,4.36786111034847e-07,14
1500,15,0.2,4.36786111034929e-07,15
1000,21,0.2,2.25988651439327e-07,16
1200,21,0.2,2.25988651439248e-07,17
1500,21,0.2,2.25988651439146e-07,18
1000,9,0.15,1.12046306965397e-06,19
1200,9,0.15,1.12046306965332e-06,20
1500,9,0.15,1.12046306965268e-06,21
1000,15,0.15,6.01061215361155e-07,22
1200,15,0.15,6.01061215359903e-07,23
1500,15,0.15,6.01061215358686e-07,24
1000,21,0.15,2.58216904720296e-07,25
1200,21,0.15,2.58216904720178e-07,26
1500,21,0.15,2.58216904719985e-07,27
1000,9,0.1,1.09540156086246e-06,1
1200,9,0.1,1.09540156089089e-06,2
1500,9,0.1,1.09540156088816e-06,3
1000,15,0.1,6.9240101659453e-07,4
1200,15,0.1,6.92401016594781e-07,5
1500,15,0.1,6.92401016596494e-07,6
1000,21,0.1,3.02783634474094e-07,7
1200,21,0.1,3.02783634474009e-07,8
1500,21,0.1,3.02783634473686e-07,9
1000,9,0.2,7.77029101568264e-07,10
1200,9,0.2,7.77029101568796e-07,11
1500,9,0.2,7.77029101568713e-07,12
1000,15,0.2,5.71094259616155e-07,13
1200,15,0.2,5.71094259616195e-07,14
1500,15,0.2,5.71094259616266e-07,15
1000,21,0.2,2.1433229481233e-07,16
1200,21,0.2,2.1433229481238e-07,17
1500,21,0.2,2.14332294812444e-07,18
1000,9,0.15,1.00795797526253e-06,19
1200,9,0.15,1.00795797526486e-06,20
1500,9,0.15,1.0079579752671e-06,21
1000,15,0.15,5.98078654131539e-07,22
1200,15,0.15,5.98078654132526e-07,23
1500,15,0.15,5.980786541327e-07,24
1000,21,0.15,2.28425282421328e-07,25
1200,21,0.15,2.28425282421462e-07,26
1500,21,0.15,2.28425282421452e-07,27
1000,9,0.1,1.2433699147162e-06,1
1200,9,0.1,1.24336991470528e-06,2
1500,9,0.1,1.24336991468807e-06,3
1000,15,0.1,6.42012010223486e-07,4
1200,15,0.1,6.42012010224718e-07,5
1500,15,0.1,6.42012010225418e-07,6
1000,21,0.1,2.25399888092495e-07,7
1200,21,0.1,2.25399888093648e-07,8
1500,21,0.1,2.25399888095793e-07,9
1000,9,0.2,9.41700976862799e-07,10
1200,9,0.2,9.4170097686405e-07,11
1500,9,0.2,9.41700976865871e-07,12
1000,15,0.2,5.65349935766172e-07,13
1200,15,0.2,5.65349935766278e-07,14
1500,15,0.2,5.65349935766389e-07,15
1000,21,0.2,2.10254690729403e-07,16
1200,21,0.2,2.10254690729487e-07,17
1500,21,0.2,2.10254690729439e-07,18
1000,9,0.15,1.02550493131109e-06,19
1200,9,0.15,1.02550493131128e-06,20
1500,9,0.15,1.02550493131071e-06,21
1000,15,0.15,6.37903981486681e-07,22
1200,15,0.15,6.37903981487664e-07,23
1500,15,0.15,6.37903981488344e-07,24
1000,21,0.15,2.07638722826423e-07,25
1200,21,0.15,2.07638722827076e-07,26
1500,21,0.15,2.07638722827158e-07,27
1000,9,0.1,1.14759278051065e-06,1
1200,9,0.1,1.14759278049685e-06,2
1500,9,0.1,1.14759278046958e-06,3
1000,15,0.1,6.71854351690933e-07,4
1200,15,0.1,6.71854351690243e-07,5
1500,15,0.1,6.71854351691659e-07,6
1000,21,0.1,2.75579875895447e-07,7
1200,21,0.1,2.75579875897212e-07,8
1500,21,0.1,2.75579875899597e-07,9
1000,9,0.2,1.04283756660972e-06,10
1200,9,0.2,1.04283756661058e-06,11
1500,9,0.2,1.04283756661166e-06,12
1000,15,0.2,6.72651048686892e-07,13
1200,15,0.2,6.72651048686889e-07,14
1500,15,0.2,6.72651048686721e-07,15
1000,21,0.2,2.60137901044299e-07,16
1200,21,0.2,2.60137901044321e-07,17
1500,21,0.2,2.60137901044315e-07,18
1000,9,0.15,1.09040030026788e-06,19
1200,9,0.15,1.0904003002712e-06,20
1500,9,0.15,1.090400300273e-06,21
1000,15,0.15,6.13280760764585e-07,22
1200,15,0.15,6.13280760765758e-07,23
1500,15,0.15,6.13280760766006e-07,24
1000,21,0.15,2.78473591698172e-07,25
1200,21,0.15,2.78473591698125e-07,26
1500,21,0.15,2.78473591698129e-07,27
1000,9,0.1,1.24493616040236e-06,1
1200,9,0.1,1.24493616040403e-06,2
1500,9,0.1,1.24493616041142e-06,3
1000,15,0.1,6.21894116443912e-07,4
1200,15,0.1,6.21894116450982e-07,5
1500,15,0.1,6.21894116449441e-07,6
1000,21,0.1,2.52903310582924e-07,7
1200,21,0.1,2.52903310581858e-07,8
1500,21,0.1,2.52903310580231e-07,9
1000,9,0.2,9.48573999717461e-07,10
1200,9,0.2,9.4857399971702e-07,11
1500,9,0.2,9.48573999716409e-07,12
1000,15,0.2,5.39895343451938e-07,13
1200,15,0.2,5.39895343451818e-07,14
1500,15,0.2,5.39895343451735e-07,15
1000,21,0.2,2.24794635781047e-07,16
1200,21,0.2,2.24794635780619e-07,17
1500,21,0.2,2.24794635780304e-07,18
1000,9,0.15,9.96723520842633e-07,19
1200,9,0.15,9.9672352083813e-07,20
1500,9,0.15,9.96723520839244e-07,21
1000,15,0.15,6.42801643745196e-07,22
1200,15,0.15,6.42801643743577e-07,23
1500,15,0.15,6.42801643743569e-07,24
1000,21,0.15,2.41524566004251e-07,25
1200,21,0.15,2.4152456600433e-07,26
1500,21,0.15,2.41524566004344e-07,27
10,9,0.1,0.813915727141583,1
20,9,0.1,0.404632180440801,2
10,15,0.1,0.473555265770295,3
20,15,0.1,0.114098015488722,4
10,21,0.1,0.438952597028519,5
20,21,0.1,0.0952872946932571,6
10,9,0.2,0.405902521254936,7
20,9,0.2,0.173968978637354,8
10,15,0.2,0.103817534231232,9
20,15,0.2,0.0104354275435943,10
10,21,0.2,0.0851361111143037,11
20,21,0.2,0.00514413814515361,12
10,9,0.15,0.553086393764359,13
20,9,0.15,0.247621061631665,14
10,15,0.15,0.209918504868306,15
20,15,0.15,0.0290060858151875,16
10,21,0.15,0.19218347347267,17
20,21,0.15,0.0215562773922008,18
10,9,0.1,0.762034170977472,1
20,9,0.1,0.375433755750342,2
10,15,0.1,0.455852889270367,3
20,15,0.1,0.114687049233953,4
10,21,0.1,0.42703055104915,5
20,21,0.1,0.0952744746532014,6
10,9,0.2,0.386797570294406,7
20,9,0.2,0.171721483289094,8
10,15,0.2,0.103736201046293,9
20,15,0.2,0.0108383928216075,10
10,21,0.2,0.0851242369071616,11
20,21,0.2,0.00539303458964998,12
10,9,0.15,0.504936598967421,13
20,9,0.15,0.215244849557153,14
10,15,0.15,0.217689940632271,15
20,15,0.15,0.0318993352683153,16
10,21,0.15,0.190561700283791,17
20,21,0.15,0.0216113749325298,18
10,9,0.1,0.846956869288383,1
20,9,0.1,0.411723067713916,2
10,15,0.1,0.511466236473736,3
20,15,0.1,0.132868791337576,4
10,21,0.1,0.465097648947002,5
20,21,0.1,0.102019498040587,6
10,9,0.2,0.434527000597405,7
20,9,0.2,0.204295377737094,8
10,15,0.2,0.11887253112313,9
20,15,0.2,0.0112905104508138,10
10,21,0.2,0.0899135105569871,11
20,21,0.2,0.00554656438641255,12
10,9,0.15,0.564178882560294,13
20,9,0.15,0.253944362322491,14
10,15,0.15,0.239171595471682,15
20,15,0.15,0.033281296094324,16
10,21,0.15,0.203995519342604,17
20,21,0.15,0.023148015482027,18
10,9,0.1,0.819653344790987,1
20,9,0.1,0.393659486446771,2
10,15,0.1,0.479154228933489,3
20,15,0.1,0.115498038386302,4
10,21,0.1,0.447263403205928,5
20,21,0.1,0.0969454951289345,6
10,9,0.2,0.390346677978719,7
20,9,0.2,0.155840552512695,8
10,15,0.2,0.109075797620645,9
20,15,0.2,0.0119524090211547,10
10,21,0.2,0.0868045926725202,11
20,21,0.2,0.00550895667976832,12
10,9,0.15,0.573267888340696,13
20,9,0.15,0.249893721156375,14
10,15,0.15,0.221379443599631,15
20,15,0.15,0.0302520017424316,16
10,21,0.15,0.19604667656238,17
20,21,0.15,0.0215682858943139,18
10,9,0.1,0.815993508029366,1
20,9,0.1,0.397875773303358,2
10,15,0.1,0.475198914412312,3
20,15,0.1,0.114597258799807,4
10,21,0.1,0.433348347293603,5
20,21,0.1,0.095125395830009,6
10,9,0.2,0.414104975883726,7
20,9,0.2,0.178186070990952,8
10,15,0.2,0.101077215734919,9
20,15,0.2,0.00750558381404409,10
10,21,0.2,0.0837006015937836,11
20,21,0.2,0.00506737249919201,12
10,9,0.15,0.555476343386207,13
20,9,0.15,0.242267104695038,14
10,15,0.15,0.217107813545301,15
20,15,0.15,0.0295864581991722,16
10,21,0.15,0.19018635722523,17
20,21,0.15,0.0216021038052208,18
10,9,0.1,0.782112590742,1
20,9,0.1,0.370676614444527,2
10,15,0.1,0.454765743135969,3
20,15,0.1,0.104118513614316,4
10,21,0.1,0.429402696455516,5
20,21,0.1,0.090174411123294,6
10,9,0.2,0.353686900748367,7
20,9,0.2,0.161988841786685,8
10,15,0.2,0.0962030097508363,9
20,15,0.2,0.00693662211085717,10
10,21,0.2,0.0798078819590556,11
20,21,0.2,0.00441217372928873,12
10,9,0.15,0.51000651488403,13
20,9,0.15,0.204470622731781,14
10,15,0.15,0.205237541208082,15
20,15,0.15,0.0274744556156791,16
10,21,0.15,0.186148736712308,17
20,21,0.15,0.0196972206554088,18
10,9,0.1,0.804571972858721,1
20,9,0.1,0.387185714779205,2
10,15,0.1,0.4700594202899,3
20,15,0.1,0.109810304794383,4
10,21,0.1,0.44127404553211,5
20,21,0.1,0.0954453639068867,6
10,9,0.2,0.378889831775261,7
20,9,0.2,0.165405943860101,8
10,15,0.2,0.100752871808645,9
20,15,0.2,0.00778494516121291,10
10,21,0.2,0.0842403688430783,11
20,21,0.2,0.0051260917934531,12
10,9,0.15,0.541132744338705,13
20,9,0.15,0.241441722694839,14
10,15,0.15,0.216152463084756,15
20,15,0.15,0.0291070909288868,16
10,21,0.15,0.190990235818975,17
20,21,0.15,0.0207856394971569,18
10,9,0.1,0.824330142513708,1
20,9,0.1,0.408381355090731,2
10,15,0.1,0.490759029297131,3
20,15,0.1,0.121429444961922,4
10,21,0.1,0.452378556667573,5
20,21,0.1,0.100675267869013,6
10,9,0.2,0.406305909161569,7
20,9,0.2,0.174132826715542,8
10,15,0.2,0.113326326963538,9
20,15,0.2,0.00955001305941944,10
10,21,0.2,0.086801163302497,11
20,21,0.2,0.00530811904455765,12
10,9,0.15,0.562804202090426,13
20,9,0.15,0.232134763787694,14
10,15,0.15,0.246451139261706,15
20,15,0.15,0.0340648640140252,16
10,21,0.15,0.199251592282521,17
20,21,0.15,0.0221995087768331,18
10,9,0.1,0.763520511128641,1
20,9,0.1,0.369021213491448,2
10,15,0.1,0.458610889698141,3
20,15,0.1,0.11309457687966,4
10,21,0.1,0.426525817098775,5
20,21,0.1,0.0926161469773492,6
10,9,0.2,0.353331242116497,7
20,9,0.2,0.14916176709397,8
10,15,0.2,0.0969708225863945,9
20,15,0.2,0.00734657260692474,10
10,21,0.2,0.0826761920248385,11
20,21,0.2,0.0051843098974556,12
10,9,0.15,0.493282329892208,13
20,9,0.15,0.226594993196583,14
10,15,0.15,0.21207620497715,15
20,15,0.15,0.0265125197290329,16
10,21,0.15,0.188025731279626,17
20,21,0.15,0.0209106910221453,18
10,9,0.1,0.773502541659278,1
20,9,0.1,0.36242482459514,2
10,15,0.1,0.496947010582153,3
20,15,0.1,0.124376923297751,4
10,21,0.1,0.433891765654041,5
